gene_symbol,gene_id,num_methods,methods,mean_corr_rank_score,mean_correlation,mean_abs_correlation,geo_mean_p_value,correlation_score,expression_level,expression_variability_cv,expression_level_score,expression_stability_score,mean_rank_stability_perc,rank_stability_score,final_score
Cog8,ENSCGRT00001018506,3,"pearson, spearman, regression",22100540470.055195,129.45947888066,129.45947888066,2.040716665019677e-08,1.68291886566633e-05,376.175,0.49676203392518364,0.45176570695457485,0.603915312920764,0.0,0.0,0.22612374069994973
Dlg4,ENSCGRT00001030607,3,"pearson, spearman, regression",3242199734535.6836,324.40402842051975,324.40402842051975,1.3471452415634013e-14,0.0024688803909123777,179.6,0.548236454690796,0.43874120929757754,0.5934070404207348,3.0,0.03,0.22612097100874842
Rbm33,ENSCGRT00001027723,1,regression,18072.704435381555,84.24465655301772,84.24465655301772,0.00466143044871683,1.3762059479552276e-11,662.8,0.6820220715611713,0.47087080965021066,0.5657151449611885,0.0,0.0,0.2261185146447463
Lnx2,ENSCGRT00001029252,3,"pearson, spearman, regression",360852461.24570054,85.81978171179958,85.81978171179958,5.966998390093186e-08,2.7478306043028687e-07,460.0875,0.5513866063275479,0.45734676346249054,0.592761060132553,0.0,0.0,0.22611829797185426
Mterf4,ENSCGRT00001007993,1,regression,3292.55796988537,120.05095142627323,120.05095142627323,0.03646130218360195,2.5072273374164605e-12,440.4,0.5386747376349823,0.45603632508057146,0.5953658107212942,0.0,0.0,0.22611576913336845
Cenpj,ENSCGRT00001013778,3,"pearson, spearman, regression",414556758805.9255,108.95434774642524,108.95434774642524,8.275413668905495e-10,0.000315677976848245,440.2,0.5428359784105319,0.45602301578210175,0.5945137270426103,0.0,0.0,0.22611023498176136
ENSCGRG00001017361,ENSCGRT00001021523,3,"pearson, spearman, regression",211681671.34726214,145.89040823128633,145.89040823128633,1.441037919238265e-07,1.6119202094119537e-07,314.65,0.45666018056319463,0.4476812672826162,0.612036481424122,0.0,0.0,0.22610991687521154
ENSCGRG00001016035,ENSCGRT00001019662,3,"pearson, spearman, regression",1105364480784.6265,116.20903368716615,116.20903368716615,3.8219041100529046e-12,0.0008417164008592545,409.825,0.5787111220818599,0.4540024060967222,0.5871445679847883,1.0,0.01,0.2261090935870786
Golm1,ENSCGRT00001027488,1,regression,1257469.1080651502,198.11459846843232,198.11459846843232,0.0001575501707762486,9.57541508010989e-10,457.525,0.5501101411863135,0.4571761646562329,0.5930228549884711,0.0,0.0,0.2261062780281571
Zfyve9,ENSCGRT00001030782,3,"pearson, spearman, regression",2249378886239.57,225.0048311016483,225.0048311016483,1.496252332892538e-13,0.001712864067199274,284.95,0.45998651361154175,0.4457120723424508,0.6113651482542009,0.0,0.0,0.2261035395677451
Tmem115,ENSCGRT00001030297,1,regression,672281.6667779211,144.87404664073537,144.87404664073537,0.00021549595440689866,5.119311455731757e-10,551.9375,0.6117260404849054,0.46346799347063994,0.580328174561306,0.0,0.0,0.22608962443016034
Myo6,ENSCGRT00001032308,3,"pearson, spearman, regression",4398031164.726942,68.83056196212874,68.83056196212874,5.6672632969738565e-09,3.349026522195703e-06,558.2125,0.6158563864430135,0.463886606339243,0.579473188910975,0.0,0.0,0.22608829984902803
Phtf1,ENSCGRT00001000803,3,"pearson, spearman, regression",1093537953668.2645,109.51443900592437,109.51443900592437,3.041766911692175e-13,0.0008327107000138805,475.125,0.5731013992702665,0.4583480875136897,0.58829953661795,0.0,0.0,0.22608244102680497
Trmt44,ENSCGRT00001020883,3,"pearson, spearman, regression",1187818738982.405,119.38066368403413,119.38066368403413,6.705307741454884e-13,0.0009045039271930925,435.0875,0.5481774272242518,0.45568281821450235,0.5934191417082064,0.0,0.0,0.2260795182914589
ENSCGRG00001000206,ENSCGRT00001000247,2,"spearman, regression",1828414911.1309786,124.37402239949121,124.37402239949121,5.7444055028260654e-08,1.3923071032480797e-06,413.525,0.5224272852023346,0.4542484582993332,0.5986872045014662,0.0,0.0,0.22607817508786116
Eipr1,ENSCGRT00001016025,2,"spearman, regression",1275736.984665147,109.54912325355834,109.54912325355834,1.1462691107510702e-05,9.714521878006777e-10,435.875,0.5369913923949973,0.45573521759840185,0.595710340901845,0.0,0.0,0.22607711680337816
Eef2kmt,ENSCGRT00001029122,1,regression,666466.9324927655,120.30487797078175,120.30487797078175,0.00018051129839873108,5.075033235293736e-10,624.1125,0.658650894241184,0.4682858376530846,0.5705875048448367,0.0,0.0,0.22607387722565223
Itprid2,ENSCGRT00001003671,1,regression,14901975.054957572,123.75832095816021,123.75832095816021,8.304726742881196e-06,1.1347602557348007e-08,675.225,0.6916895688601726,0.47170134574177136,0.5636959161763384,0.0,0.0,0.22606479568802318
Ska1,ENSCGRT00001005086,3,"pearson, spearman, regression",993115289839.9052,107.76403925864683,107.76403925864683,1.6312663035098313e-11,0.0007562405359804704,454.1125,0.5590983082992912,0.4569489925782343,0.5911783236077954,0.0,0.0,0.22606394252903178
ENSCGRG00001024015,ENSCGRT00001031053,2,"pearson, regression",24215530.97835598,54.51670872468487,54.51670872468487,2.2512117211186386e-06,1.8439718241651195e-08,754.9625,0.7427652315413497,0.4770348480787898,0.5529943102992951,0.0,0.0,0.2260596083444185
Pepd,ENSCGRT00001000594,3,"pearson, spearman, regression",273125254.0373537,120.12962654747919,120.12962654747919,1.1741227246646585e-07,2.0798027239748476e-07,363.9125,0.49063031940109975,0.45095110388709253,0.6051609080193556,0.0,0.0,0.22605955056114005
Cbx2,ENSCGRT00001027026,1,regression,1046738.2391839185,100.56073429918901,100.56073429918901,9.607046524235746e-05,7.970735071044045e-10,712.8125,0.7158951102667308,0.47421477795730366,0.5586310277163133,0.0,0.0,0.22605908786346748
Mcm8,ENSCGRT00001024338,2,"spearman, regression",13134369.621323295,75.66846411109142,75.66846411109142,3.117607601785859e-06,1.0001600845150962e-08,602.4375,0.6456005057256184,0.46683831985180707,0.5733023373563706,0.0,0.0,0.22604685055963805
Rara,ENSCGRT00001027761,1,regression,280919.3962455534,241.2391395523211,241.2391395523211,0.0008587485046760989,2.139153801753412e-10,371.3125,0.49591724543124455,0.4514426578476872,0.6040870035498612,0.0,0.0,0.2260458479723515
Plekhg2,ENSCGRT00001000104,2,"pearson, regression",1142822533140.0354,114.28233136327876,114.28233136327876,6.829518403358729e-17,0.0008702400756831569,616.925,0.6661634618842348,0.4678057757129783,0.5690227492683038,0.0,0.0,0.22604324113441232
ENSCGRG00001016611,ENSCGRT00001020456,3,"pearson, spearman, regression",986267181509.4601,109.27396022595558,109.27396022595558,4.3769963937438153e-10,0.0007510258170377152,448.40000125000006,0.5561664153999515,0.45656874838807643,0.5917802849142734,0.0,0.0,0.226038077580379
Lias,ENSCGRT00001018844,1,regression,3313.0520535436513,107.50781105619042,107.50781105619042,0.03244978013849632,2.522833236317348e-12,478.35,0.5659052198442253,0.45856287941544616,0.589779711373849,0.0,0.0,0.22603582053172033
N6amt1,ENSCGRT00001014479,1,regression,143099.1634665902,180.44569196634737,180.44569196634737,0.0012609834557038497,1.0896759841022715e-10,440.75,0.5415900338702372,0.45605961650396265,0.5947689150029349,0.0,0.0,0.2260332222452161
Spg7,ENSCGRT00001027045,2,"spearman, regression",20328022.242976006,91.50386958096651,91.50386958096651,2.726725318001548e-06,1.547944593515349e-08,457.4875,0.5526958404041468,0.4571736681628073,0.5924924898485198,0.0,0.0,0.2260259801178985
B3GAT3,ENSCGRT00001029899,2,"pearson, regression",9852517125.495558,164.1904616890807,164.1904616890807,1.656482378033139e-08,7.50252554559163e-06,411.6375,0.5229909257050476,0.45412293562590333,0.5985721317187295,0.0,0.0,0.22602570145579864
Pars2,ENSCGRT00001016629,2,"spearman, regression",686517.8236896433,123.49825769871302,123.49825769871302,1.904099640022733e-05,5.227717388490666e-10,369.35,0.4954284059594923,0.4513122871358828,0.604186341147866,0.0,0.0,0.22602163752205343
Tbp,ENSCGRT00001001776,1,regression,35462.09466815286,125.98266088445588,125.98266088445588,0.0035526005589113304,2.7003786723651458e-11,522.55,0.5950911981172633,0.4615082123310476,0.5837666746015955,0.0,0.0,0.22601746490035513
Wwp1,ENSCGRT00001021513,2,"spearman, regression",114342351.90728456,140.61191967041165,140.61191967041165,1.8877533113533332e-07,8.706977163303152e-08,394.825,0.5124039685392932,0.45300512855901764,0.6007317362502003,0.0,0.0,0.22601133383314398
Kin,ENSCGRT00001022800,4,"pearson, spearman, kendall, regression",1219788689547.6194,126.68041083269556,126.68041083269556,4.1488182216072584e-12,0.0009288485051067044,314.3625,0.5212556323919596,0.4476621972406518,0.5989263741906983,1.0,0.01,0.22600915470284297
Vkorc1,ENSCGRT00001031428,2,"spearman, regression",5901129.402663074,127.64886479584858,127.64886479584858,5.538103069598519e-06,4.493610468004617e-09,413.7,0.5247780781357051,0.4542600964579402,0.598207195088234,0.0,0.0,0.22600910999806134
Cbl,ENSCGRT00001024659,1,regression,60030506.43176641,168.18116761042685,168.18116761042685,2.8014950157207103e-06,4.5712217728977266e-08,572.1375,0.6273445047544653,0.46481574094943723,0.5770926436059778,0.0,0.0,0.22600863711061492
Mcm10,ENSCGRT00001013202,1,regression,9171147.4771845,82.0674256503964,82.0674256503964,8.948335935040786e-06,6.983674055426129e-09,863.2,0.8133516996512936,0.4842828220445021,0.5381255727267935,0.0,0.0,0.2260036853158393
Zfp800,ENSCGRT00001014597,3,"pearson, spearman, regression",1729889190.429505,93.19059481475597,93.19059481475597,2.3814591915859444e-08,1.317281429397911e-06,448.6125,0.5477982333989244,0.4565828921553961,0.5934968779571395,0.0,0.0,0.2259999262527615
Appl2,ENSCGRT00001026604,1,regression,2667.45431908389,94.27507288753934,94.27507288753934,0.03534271306778056,2.031221454955758e-12,514.5625,0.5905439267136434,0.4609757483170487,0.5847052147647752,0.0,0.0,0.22599850671064337
Mical2,ENSCGRT00001022593,3,"pearson, spearman, regression",427016362.6490533,100.34375513133831,100.34375513133831,8.560004582280367e-08,3.251657549388937e-07,415.3125,0.5263344192415071,0.45436733612696273,0.5978893014485543,0.0,0.0,0.22599372612167395
Lysmd2,ENSCGRT00001008874,1,regression,66700417.50425494,168.6535590150202,168.6535590150202,2.5284232885425576e-06,5.07912424665925e-08,572.1125,0.62803369604295,0.4648140726234244,0.5769497156865373,0.0,0.0,0.2259866994565049
Pop4,ENSCGRT00001021264,1,regression,48372.965292200606,102.56542184857618,102.56542184857618,0.0021203045211664285,3.6835196853565313e-11,613.2125,0.6545745278089806,0.467557836570202,0.5714359630766472,0.0,0.0,0.22598274544729174
Rnf4,ENSCGRT00001028861,1,regression,726505.4623831505,207.03327223059756,207.03327223059756,0.0002849712910635549,5.532216509867058e-10,431.6625,0.5376367510949238,0.4554549339092094,0.5955782665024468,0.0,0.0,0.22597322036941847
Dctpp1,ENSCGRT00001004830,1,regression,7675297.45559937,99.70323006029193,99.70323006029193,1.2990045416130466e-05,5.844609504066442e-09,759.6,0.7485865460807065,0.4773452154000441,0.5517712871686011,0.0,0.0,0.22596926003314718
Plcb1,ENSCGRT00001028464,2,"pearson, regression",2887701437.6722054,338.5276106511876,338.5276106511876,1.1713082110734986e-07,2.198935919442789e-06,240.1625,0.4123793421785838,0.44274577217523314,0.6209320363714104,0.0,0.0,0.22596441668264927
Ndufaf5,ENSCGRT00001001174,3,"pearson, spearman, regression",120406757499.78508,113.39699399552119,113.39699399552119,3.036954860109488e-09,9.16877141645727e-05,418.9375,0.5309756960085202,0.4546084329957239,0.5969408001618237,0.0,0.0,0.22596032500865654
Tsen54,ENSCGRT00001025341,2,"pearson, regression",593318939.001747,98.52611654027818,98.52611654027818,1.659592812123071e-07,4.5180236074139634e-07,549.4125,0.6143372791024921,0.4632995621482036,0.5797877013377803,0.0,0.0,0.2259582045660724
Ddx11,ENSCGRT00001005429,1,regression,3781381.052814685,77.863346632091,77.863346632091,2.059114577623118e-05,2.879457866959192e-09,870.2625,0.8193435466846138,0.48475601555751147,0.5368599083522559,0.0,0.0,0.22595579207187497
Blm,ENSCGRT00001032326,1,regression,69143.5409289436,125.95978126452664,125.95978126452664,0.0018217142578743116,5.265163973069145e-11,542.9125,0.610298725352098,0.46286601518215886,0.5806235183891252,0.0,0.0,0.2259533323340771
Dzip1l,ENSCGRT00001019299,3,"pearson, spearman, regression",12331403753.221495,83.66208839306982,83.66208839306982,2.503216702486471e-08,9.390155885356598e-06,496.6875,0.5811154782914126,0.45978448656553433,0.5866492478807311,0.0,0.0,0.2259364892141241
Spry2,ENSCGRT00001007704,1,regression,658038.8546904607,554.8768528392822,554.8768528392822,0.0008432279995022613,5.010854844932557e-10,205.3875,0.39033711641676727,0.44044540721857267,0.6253303712740974,0.0,0.0,0.2259331780571206
ENSCGRG00001021702,ENSCGRT00001027752,1,regression,19474.12187400187,41.80822413915487,41.80822413915487,0.0021468604572900934,1.4829215212383105e-11,1051.9125125,0.9350514748456472,0.49693371254725355,0.5123450602701234,0.0,0.0,0.22593187281062627
Mtm1,ENSCGRT00001032253,4,"pearson, spearman, kendall, regression",1925332197370.3008,199.46571365110628,199.46571365110628,3.555855119822944e-12,0.0014661079813950801,221.2375,0.4701999770657679,0.44149357306932013,0.6093011962721873,1.0,0.01,0.22592969455418216
Thoc2,ENSCGRT00001018990,3,"pearson, spearman, regression",669896231.0276712,60.93375542085159,60.93375542085159,2.5482850886543397e-08,5.101146764997746e-07,580.1625,0.6353447339447865,0.46535131408575675,0.5754327276097426,0.0,0.0,0.225920507413059
Gmds,ENSCGRT00001017103,2,"spearman, regression",1354525260.0221148,95.82477104226743,95.82477104226743,3.5265877041872594e-08,1.0314481300588371e-06,510.7125,0.5906289742050796,0.4607191307238013,0.5846876668898053,0.0,0.0,0.2259193018298632
Pomgnt1,ENSCGRT00001017320,1,regression,56850.06243327263,79.91691567996033,79.91691567996033,0.001405748851881315,4.3290363289031494e-11,730.1375,0.7314967992846414,0.4753737282952741,0.5553599059123344,0.0,0.0,0.2259161043927485
Irak2,ENSCGRT00001013749,3,"pearson, spearman, regression",825631179.576015,59.4800716192579,59.4800716192579,1.6361677337150576e-07,6.287042120410873e-07,594.15,0.6445907371251683,0.46628500334389267,0.573512214631952,0.0,0.0,0.22591258467964542
ENSCGRG00001020498,ENSCGRT00001025989,1,regression,41024.902130423274,130.61764757858433,130.61764757858433,0.00318386240290944,3.1239770742688866e-11,512.2,0.5920329528669419,0.4608182759694736,0.5843979525339977,0.0,0.0,0.22590517568343765
Arfgap2,ENSCGRT00001012579,3,"pearson, spearman, regression",9482094569.407354,81.7656396442405,81.7656396442405,1.1694967149796016e-08,7.220455019418827e-06,501.775,0.5853905838711632,0.46012349180793455,0.5857681031324363,0.0,0.0,0.22590515119425358
Nr2f6,ENSCGRT00001028764,2,"pearson, regression",128152732684.41629,99.54298343797234,99.54298343797234,6.767527180485665e-10,9.758614356672322e-05,591.8,0.6448362371913178,0.4661281201839906,0.5734611906367411,0.0,0.0,0.225896649108135
Aurka,ENSCGRT00001017198,2,"pearson, regression",133485010324.22324,26.466769716496096,26.466769716496096,9.82752194588039e-11,0.00010164658301577686,1340.775,1.1199743073677515,0.5163005000663293,0.4730912433437192,0.0,0.0,0.22589449515466298
Zfp784,ENSCGRT00001015921,2,"pearson, regression",28489754089476.492,2966.475133554722,2966.475133554722,4.124280056544031e-12,0.021694467020088547,24.875,0.5599487363218184,0.4285476960586042,0.5910036668094598,0.0,0.0,0.22589264564703565
Rprd1b,ENSCGRT00001022853,2,"pearson, regression",27894102863.966896,94.15491038486127,94.15491038486127,3.2754414273164867e-09,2.124088866252503e-05,600.8125,0.6498059155956765,0.4667298199456656,0.5724279728184167,0.0,0.0,0.2258916382619272
Ubox5,ENSCGRT00001028826,1,regression,55573933.571637854,543.6174775109112,543.6174775109112,9.781778707760686e-06,4.2318612693530743e-08,250.375,0.4217191112787952,0.4434218000068886,0.6190623062316332,0.0,0.0,0.22588590286425664
Pex26,ENSCGRT00001000575,2,"spearman, regression",1551111054.887564,84.0693796006671,84.0693796006671,1.0596091970158109e-07,1.1811448957779105e-06,513.65,0.5938059099033932,0.4609149247392966,0.5840320152712599,0.0,0.0,0.22587975217043627
Zfp869,ENSCGRT00001029413,3,"pearson, spearman, regression",116320949267.5735,207.98530201129427,207.98530201129427,7.8607635436636e-09,8.857644013722468e-05,272.6375,0.4377946989447187,0.44489621419277586,0.6158358765507757,0.0,0.0,0.225879676316504
Zscan21,ENSCGRT00001015490,3,"pearson, spearman, regression",161880812824.54782,230.8197608673794,230.8197608673794,9.70855509599153e-10,0.00012326950748600907,253.75,0.4259438162842425,0.4436452580978012,0.6182153971096687,0.0,0.0,0.22587519479878504
Lrrc28,ENSCGRT00001006915,3,"pearson, spearman, regression",15108996377.80786,143.05970997441776,143.05970997441776,1.574395006274606e-08,1.1505245801544685e-05,344.975,0.4845610465555278,0.44969359563661243,0.6063924753672022,0.0,0.0,0.2258715520943847
Tonsl,ENSCGRT00001027099,2,"pearson, regression",208130614.51633534,53.21485345783734,53.21485345783734,2.55580086187708e-07,1.5848795108285082e-07,797.1625,0.7756396126179333,0.4798597309625637,0.5460796108548696,0.0,0.0,0.22586992431217998
Tor1b,ENSCGRT00001031027,1,regression,40649.0286185998,131.91004505832444,131.91004505832444,0.003245097004189258,3.095354940569981e-11,507.575,0.5904574208350046,0.4605100194402044,0.584723063328838,0.0,0.0,0.22586146534376847
CCNB1,ENSCGRT00001003715,2,"pearson, regression",43768240.34833894,48.920869315429904,48.920869315429904,1.117625294096423e-06,3.332877650618556e-08,814.6375,0.7871029507840591,0.48102990116728295,0.5436641210344975,0.0,0.0,0.2258586018368701
Lrrc45,ENSCGRT00001006543,2,"pearson, regression",188458381.85893568,73.16360488948959,73.16360488948959,3.881215487993168e-07,1.4350787785171304e-07,649.875,0.6821215802117225,0.4700070227730663,0.5656943717967249,0.0,0.0,0.22585632000457978
Srd5a3,ENSCGRT00001002464,3,"pearson, spearman, regression",3222016364.1840606,138.80762135060556,138.80762135060556,1.3158014637559435e-08,2.45351109495172e-06,342.625,0.4834158030983484,0.4495375929055026,0.6066247153227634,0.0,0.0,0.2258559665745033
Ccdc9,ENSCGRT00001008821,2,"pearson, regression",2093152787.710341,569.8977527741469,569.8977527741469,2.7216763192836205e-07,1.5939005292348882e-06,158.5375,0.3618073630088304,0.43735033811423596,0.6309925589333741,0.0,0.0,0.2258546228344886
Tspan14,ENSCGRT00001016357,2,"pearson, regression",2347583725941.6274,243.7409627158169,243.7409627158169,3.826312996803164e-12,0.0017876453955827415,337.3875,0.5036511674664501,0.44918994172250387,0.6025142467906677,0.0,0.0,0.2258491776935844
Commd3,ENSCGRT00001021417,1,regression,79172.48823748429,95.10518419593423,95.10518419593423,0.001201240208510433,6.02885138836947e-11,659.9,0.6890779955540849,0.4706769852357866,0.5642416008398685,0.0,0.0,0.22583933572083165
Pop1,ENSCGRT00001021479,3,"pearson, spearman, regression",926723021000.3451,92.78694817564462,92.78694817564462,4.669006129114027e-13,0.0007056839435225271,516.825,0.6064776448093093,0.4611265624707254,0.5814139016910395,0.0,0.0,0.22583232757228255
Garem1,ENSCGRT00001013558,3,"pearson, spearman, regression",2927442605093.1885,292.9278698513678,292.9278698513678,4.0056708155754656e-13,0.0022291981478652096,235.725,0.4435297956932239,0.4424520928539013,0.614682333466537,0.0,0.0,0.225829657135297
Mrpl11,ENSCGRT00001015222,2,"pearson, regression",80468145.81554511,67.50907485993166,67.50907485993166,8.388540255429856e-07,6.127513526723802e-08,671.975,0.6973114282259134,0.4714840875827047,0.5625207145051909,0.0,0.0,0.22582335796064412
Pds5b,ENSCGRT00001012853,1,regression,65904.76010834714,85.09361448071726,85.09361448071726,0.0012911602705229137,5.0185362785055084e-11,703.8375,0.7177716478614964,0.47361450662507787,0.5582378475938201,0.0,0.0,0.22582002914667051
Zcchc10,ENSCGRT00001001142,2,"pearson, regression",560649095.8828934,360.05968877598207,360.05968877598207,6.421193336617608e-07,4.269248264577559e-07,219.125,0.40327036678472233,0.4413538424047073,0.6227521106873146,0.0,0.0,0.22581914009443996
Crtc2,ENSCGRT00001013370,1,regression,14661265.298357956,110.90367438415213,110.90367438415213,7.564299942791655e-06,1.116430613928967e-08,719.025,0.727691879987452,0.474630329865235,0.556158116367451,0.0,0.0,0.2258128208804106
Fmr1,ENSCGRT00001015035,3,"pearson, spearman, regression",961709897024.3184,96.34314489826546,96.34314489826546,1.5097933389560757e-14,0.0007323258592671905,528.2875,0.6148379118800947,0.4618907407609891,0.5796840586439931,0.0,0.0,0.22581276136860257
Sfswap,ENSCGRT00001013332,1,regression,11643701.251942556,104.65073383893258,104.65073383893258,8.987654973657818e-06,8.866482034512822e-09,741.675,0.7422046768571845,0.4761456736157308,0.5531120458581751,0.0,0.0,0.2258105125100383
Mrps25,ENSCGRT00001020380,1,regression,23024848.59350627,157.51387482768058,157.51387482768058,6.840938462772106e-06,1.7533033696449593e-08,579.4,0.6384913835031423,0.46530042284096285,0.5747793808949178,0.0,0.0,0.22580704099974
Pex6,ENSCGRT00001018142,3,"pearson, spearman, regression",238886023573.61642,166.35427138572325,166.35427138572325,1.3938341962869794e-09,0.00018190767613161758,321.8625,0.4738414130862441,0.44815972681105803,0.6085643781995425,0.0,0.0,0.22580533784370144
Dhrs7b,ENSCGRT00001031076,3,"pearson, spearman, regression",14314909686.793472,119.64367125799295,119.64367125799295,1.0003132700266295e-08,1.090056218528047e-05,389.05,0.5155802821453815,0.4526212768183775,0.600084215806086,0.0,0.0,0.22580337564130024
Acsf2,ENSCGRT00001007630,4,"pearson, spearman, kendall, regression",1217877401123.1602,121.86939600370047,121.86939600370047,3.050617466664484e-13,0.0009273930912214149,358.5375,0.5077156194485039,0.45059412295962176,0.6016868550942014,0.0,0.0,0.22580222238850528
Sort1,ENSCGRT00001017471,1,regression,91405.56605054188,80.06651789305891,80.06651789305891,0.0008759478466358409,6.960379622470951e-11,744.325,0.7442406174435675,0.4763229947312919,0.5526844006774905,0.0,0.0,0.22579955854885264
Parp12,ENSCGRT00001012814,3,"pearson, spearman, regression",406517231402.1162,96.04706994264116,96.04706994264116,1.9527993371511426e-10,0.00030955601238441473,473.55,0.5746503129935365,0.45824319476400993,0.5879807321345231,0.0,0.0,0.2257938906543352
ENSCGRG00001014819,ENSCGRT00001018004,1,regression,1247795217.6080043,1191132.8144309125,1191132.8144309125,0.0009545898820920037,9.501750036593063e-07,0.004261249999999999,8.679612559473043,0.42691458357686973,0.001455160290648183,65.0,0.65,0.2257930291866596
ENSCGRG00001015096,ENSCGRT00001018359,1,regression,1247795217.6080043,1191132.8144309125,1191132.8144309125,0.0009545898820920037,9.501750036593063e-07,0.004261249999999999,8.679612559473043,0.42691458357686973,0.001455160290648183,65.0,0.65,0.2257930291866596
Ctdspl2,ENSCGRT00001006007,3,"pearson, spearman, regression",1136941297.5057533,64.58214550784078,64.58214550784078,6.073125188207207e-08,8.657616139840988e-07,528.675,0.6063071251292589,0.46191657763724137,0.5814491636566717,0.0,0.0,0.22579269414431874
Ubtd1,ENSCGRT00001025462,3,"pearson, spearman, regression",1169221580891.9292,117.04303718849184,117.04303718849184,1.1542142181541746e-14,0.0008903425051045028,438.4125,0.6080802436660234,0.4559040667182983,0.5810824577806263,1.0,0.01,0.22578972568462524
Phc1,ENSCGRT00001024663,1,regression,588190.6440875566,363.61595545579866,363.61595545579866,0.000618193948325719,4.478972506960174e-10,281.2125,0.44535090843171904,0.4454643847790593,0.6143157689735185,0.0,0.0,0.22578668095890447
Arfip1,ENSCGRT00001029371,3,"pearson, spearman, regression",1892666378.9555218,148.71482287383884,148.71482287383884,1.5096659999236225e-08,1.441233511855682e-06,320.1625,0.47100223046751855,0.44804694430972214,0.6091389088199171,0.0,0.0,0.22578549610930893
Mad2l2,ENSCGRT00001030469,3,"pearson, spearman, regression",10995522422.080198,126.87895735893062,126.87895735893062,6.568346384639694e-08,8.372904792554012e-06,371.5875,0.5049077525213606,0.4514609268879382,0.6022585088311637,0.0,0.0,0.22578040355297302
Mapk14,ENSCGRT00001027314,2,"spearman, regression",58534683.5944577,104.1209208239127,104.1209208239127,1.9346926387725715e-07,4.457317387798538e-08,489.9625,0.5818267714578292,0.4593364237681192,0.5865026811036782,0.0,0.0,0.22577634712525702
Rcc1l,ENSCGRT00001024513,2,"pearson, regression",607359678.003362,105.80372149827238,105.80372149827238,1.7410274234550966e-07,4.624941465761054e-07,521.1875,0.6020936503679989,0.46141737888915635,0.5823202078573764,0.0,0.0,0.225773429843012
D5Ertd579e,ENSCGRT00001006744,2,"spearman, regression",21043889.470069777,79.11204838975382,79.11204838975382,4.6563709137134196e-07,1.6024566749470544e-08,580.45,0.6404702816016592,0.46537050277522257,0.5743683633545122,0.0,0.0,0.22576641174557027
Dennd1a,ENSCGRT00001004137,1,regression,70057060.06237859,298.2920356062143,298.2920356062143,4.257744039424665e-06,5.3347269136627444e-08,386.55,0.5151322972854727,0.45245512468283616,0.6001755628411193,0.0,0.0,0.22576289316992637
Derl2,ENSCGRT00001011641,3,"pearson, spearman, regression",4208350927606.279,420.8374993583406,420.8374993583406,3.664863581467576e-15,0.0032045882221790386,174.7125,0.4186627009465076,0.4384183745528282,0.6196745612836347,0.0,0.0,0.2257585318472653
Shld2,ENSCGRT00001011456,2,"spearman, regression",302000.6799292106,103.331916377792,103.331916377792,4.0751228691413696e-05,2.2996842198749098e-10,395.0625,0.5208499324823987,0.4530209158692875,0.5990091788088024,0.0,0.0,0.22575765167409395
Spsb4,ENSCGRT00001022536,3,"pearson, spearman, regression",13110906609.4572,157.8229994261769,157.8229994261769,1.9781036061243204e-08,9.98373415751574e-06,319.3375,0.4716347717510493,0.4479922135505908,0.6090109353215636,0.0,0.0,0.2257532978570748
Vps37a,ENSCGRT00001013783,2,"spearman, regression",124442567.51917064,110.32894504617472,110.32894504617472,2.8127435744970864e-07,9.476091539649361e-08,445.4375,0.5538690550663202,0.45637157369296805,0.5922517750012533,0.0,0.0,0.2257492762624445
Selenot,ENSCGRT00001001679,3,"pearson, spearman, regression",44473398453.19114,68.07467557858239,68.07467557858239,1.0290919462513305e-10,3.386574250461497e-05,575.2,0.6383950992331973,0.4650201168303492,0.5747993765253021,0.0,0.0,0.22573948782490189
Tead3,ENSCGRT00001012985,3,"pearson, spearman, regression",847450572694.333,86.61555465888762,86.61555465888762,2.899775145162967e-12,0.0006453193117333148,525.2375,0.6141786299537338,0.4616873866989726,0.5798205439545112,0.0,0.0,0.22573742532756177
Fggy,ENSCGRT00001031049,2,"spearman, regression",234197.40278001683,76.59033333914378,76.59033333914378,0.00019953921246700454,1.783373705102707e-10,370.1,0.5052960458631941,0.4513621095497983,0.6021794727580095,0.0,0.0,0.22573555384997585
Jade3,ENSCGRT00001007454,2,"spearman, regression",744091594.4257829,93.43462567923399,93.43462567923399,3.0055606052022264e-08,5.666131937993108e-07,532.175,0.6106467104269591,0.46214995222281846,0.580551517711716,0.0,0.0,0.22572793996888044
Rnaseh2b,ENSCGRT00001000804,3,"pearson, spearman, regression",1532282550.7140925,97.79922745548502,97.79922745548502,9.53535113678754e-08,1.166807307550715e-06,428.725,0.5438371879286885,0.4552595005469114,0.5943086274357938,0.0,0.0,0.22572461100236552
Fhod1,ENSCGRT00001023884,3,"pearson, spearman, regression",681128970078.8043,68.34846525912289,68.34846525912289,1.6258857318387153e-12,0.0005186682177527011,628.8125,0.6796351074143001,0.46859978822244525,0.5662133719805831,0.0,0.0,0.2257194095509221
ENSCGRG00001010179,ENSCGRT00001011877,1,regression,126673.87852051988,127.54541897118175,127.54541897118175,0.0010068800907768276,9.646002107421558e-11,551.65,0.6234911146214338,0.46344881522554976,0.5778915404039198,0.0,0.0,0.2257183756668369
