gene_symbol,gene_id,num_methods,methods,mean_corr_rank_score,mean_correlation,mean_abs_correlation,geo_mean_p_value,correlation_score,expression_level,expression_variability_cv,expression_level_score,expression_stability_score,mean_rank_stability_perc,rank_stability_score,final_score
Cnih4,ENSCGRT00001000495,3,"pearson, spearman, regression",171178886914.8909,39.03205455443117,39.03205455443117,9.609733821677012e-10,0.0001303498340156718,1593.25,0.42331128415009805,0.5331896747437396,0.6187432146525682,0.0,0.0,0.25282052455461335
Dpy19l1,ENSCGRT00001006879,4,"pearson, spearman, kendall, regression",346229192954.76874,34.66441014439295,34.66441014439295,6.217156172036359e-15,0.00026364768837101345,1496.125,0.4602398139296739,0.5266994280737651,0.6113140088710473,2.0,0.02,0.252812388828135
Cwc15,ENSCGRT00001015999,4,"pearson, spearman, kendall, regression",321695026633.40375,32.21219237549914,32.21219237549914,3.37990578203396e-13,0.00024496533469212285,1547.9875,0.44494661376458033,0.5301663326247816,0.6143971590431307,1.0,0.01,0.2528074597777809
Trmt6,ENSCGRT00001004069,3,"pearson, spearman, regression",26094316.54695331,21.808331531856627,21.808331531856627,5.130668147945306e-07,1.9870381750635593e-08,1784.8,0.548129342008003,0.5459548203191479,0.5934289996287911,0.0,0.0,0.2528008039882157
Atpaf1,ENSCGRT00001014749,3,"pearson, spearman, regression",246466474.81787834,23.148527351476755,23.148527351476755,4.035389554656454e-08,1.876800618461287e-07,1775.5125,0.5422745455247702,0.5453371439869126,0.5946287231717,0.0,0.0,0.2527955267438535
Dgkd,ENSCGRT00001032182,3,"pearson, spearman, regression",317482869.124457,22.984602885890737,22.984602885890737,5.0580253896368995e-08,2.41757847822483e-07,1797.35,0.5568739455860543,0.5467892481105016,0.5916350435525524,0.0,0.0,0.25278212766917246
Timp1,ENSCGRT00001006917,1,regression,296278.56716994714,30.52776229633437,30.52776229633437,0.00010303726307332511,2.2561112967281556e-10,2147.521225,0.7796595112175716,0.5699490604649953,0.5452328015736311,0.0,0.0,0.2527696384657877
Taf6,ENSCGRT00001000485,3,"pearson, spearman, regression",80147776471.91467,29.129739909427766,29.129739909427766,9.920936255091279e-11,6.103117941778388e-05,1732.9125,0.5167554486601181,0.5425022204342708,0.5998445586254258,0.0,0.0,0.2527517623958622
Cdk2,ENSCGRT00001016410,1,regression,15397317.400972761,57.54726592910841,57.54726592910841,3.737386500438886e-06,1.1724797395728491e-08,1817.4,0.57083092616992,0.548121790631572,0.588766721771032,0.0,0.0,0.2527515501450453
Fgfr1,ENSCGRT00001029134,1,regression,67545.70713745398,32.95798240970538,32.95798240970538,0.0004879359037290991,5.143491625936255e-11,2015.4125,0.6973819577396263,0.561241897485478,0.5625059664263565,0.0,0.0,0.25274846423017083
Txlna,ENSCGRT00001000692,2,"spearman, regression",20760453.759128712,29.178568948962187,29.178568948962187,3.5625506585420084e-07,1.5808735238113357e-08,1798.325,0.5589209374461449,0.5468540632299734,0.5912147482775248,0.0,0.0,0.25273843753411485
ENSCGRG00001008781,ENSCGRT00001010210,3,"pearson, spearman, regression",1573904065.0520945,25.54561670220404,25.54561670220404,2.398442911529808e-08,1.198501388422598e-06,1702.275,0.4970577834092796,0.5404616575643406,0.603855200204988,0.0,0.0,0.25271725670060574
Fdft1,ENSCGRT00001031747,4,"pearson, spearman, kendall, regression",358716416198.2579,37.72521830687475,37.72521830687475,5.317002169299811e-13,0.00027315649816900413,978.3625,0.5651366411071803,0.4920017142129326,0.5899377039831475,11.0,0.11,0.2527004324606195
Dse,ENSCGRT00001020658,4,"pearson, spearman, kendall, regression",372804697692.4809,37.29639002961416,37.29639002961416,3.715308157833481e-15,0.00028388448680963056,1563.2375,0.40947261417407627,0.5311852261008544,0.6215132055124672,0.0,0.0,0.25269610245185026
Riok3,ENSCGRT00001015885,3,"pearson, spearman, regression",1043342893.0107241,32.28395585161456,32.28395585161456,1.8590810654756326e-08,7.944880082845548e-07,1623.5375,0.44692592028982786,0.5352114039353185,0.6139986365283053,0.0,0.0,0.25266353445504464
Wdr46,ENSCGRT00001024553,1,regression,13165952.292324409,46.37230574088902,46.37230574088902,3.5220383695825398e-06,1.0025650516211234e-08,1953.1875,0.6606627000514272,0.5571272645336001,0.5701686127023979,0.0,0.0,0.25266347527569993
Mgst1,ENSCGRT00001022004,2,"spearman, regression",271433.382674734,10.83898597717362,10.83898597717362,9.821616414931882e-05,2.0669194090247397e-10,2129.05,0.7717615801373265,0.5687341111401741,0.5468962828872914,0.0,0.0,0.25265467585782275
Vta1,ENSCGRT00001022914,3,"pearson, spearman, regression",147316520973.57297,50.24542212337889,50.24542212337889,7.474555206186611e-11,0.00011217904499062976,1475.7625,0.35023084945441224,0.5253375127881228,0.6332799547990222,0.0,0.0,0.2526381186742864
Qsox1,ENSCGRT00001009591,2,"spearman, regression",141223.89473243424,13.007137650254183,13.007137650254183,7.815660958330025e-05,1.075396129113289e-10,2081.2875,0.7427428395430032,0.5655887176185586,0.552999013494988,0.0,0.0,0.2526264673528316
Wac,ENSCGRT00001014224,1,regression,901.2060922370632,30.54378813828905,30.54378813828905,0.03389212335698888,6.862532328266617e-13,1759.225,0.5373114216372464,0.5442535884190938,0.5956448477854797,0.0,0.0,0.25262280369382456
Bccip,ENSCGRT00001016229,3,"pearson, spearman, regression",257881277795.7059,30.46763645746849,30.46763645746849,3.840971556521338e-10,0.00019637224170719535,1726.6125,0.5189994901961265,0.542082732947575,0.5993867881075307,0.0,0.0,0.25261138699708496
Anxa4,ENSCGRT00001012407,3,"pearson, spearman, regression",5511071312.892083,25.738209099092547,25.738209099092547,1.8095475346812767e-09,4.1965878142506055e-06,1764.325,0.5411396093831988,0.5445929207425946,0.5948611560385691,0.0,0.0,0.2526087282636894
Rab23,ENSCGRT00001010450,3,"pearson, spearman, regression",42775514541.90896,31.543058655658285,31.543058655658285,1.7420663725556818e-10,3.257283255524984e-05,1676.4,0.48415494588667785,0.5387372333841877,0.6064748326240352,0.0,0.0,0.2526054240418837
Nol7,ENSCGRT00001015822,1,regression,6923731.235923607,57.821789994582645,57.821789994582645,8.35114704069617e-06,5.272304509261621e-09,1790.275,0.5582396398135184,0.5463188756248571,0.5913546494434345,0.0,0.0,0.2525988622128941
Shprh,ENSCGRT00001025267,3,"pearson, spearman, regression",355843728910.81415,38.188694830660815,38.188694830660815,6.6270553884571255e-12,0.00027096899527162056,1615.3875,0.44793675405996003,0.5346674920489779,0.6137950517014517,0.0,0.0,0.2525778929680198
Zfp207,ENSCGRT00001022625,1,regression,4955287.779610133,48.95961820762806,48.95961820762806,9.880177470278438e-06,3.7733680316148785e-09,1886.7,0.6211264452530387,0.5527221071445354,0.5783815895409203,0.0,0.0,0.25257387208384585
Sart3,ENSCGRT00001026071,1,regression,13175250.518648732,59.95689875469431,59.95689875469431,4.550621724025597e-06,1.0032730958664504e-08,1782.15,0.5544218097325625,0.5457785932271155,0.592138347961634,0.0,0.0,0.25255433417547213
Usp32,ENSCGRT00001025382,3,"pearson, spearman, regression",75062933292.11455,28.333543988728184,28.333543988728184,1.1213609427585696e-10,5.715915713496455e-05,1739.3125,0.5290076985094019,0.5429283047473137,0.5973430733309624,0.0,0.0,0.25250281608669245
Tmem59,ENSCGRT00001030321,2,"spearman, regression",348007.0759783871,23.93749965203628,23.93749965203628,3.591280216111928e-05,2.6500151629456546e-10,1720.6875,0.5164969994659004,0.5416881604923413,0.5998972694765434,0.0,0.0,0.25249103867518446
Lrp8,ENSCGRT00001028094,3,"pearson, spearman, regression",276346393747.5966,30.89957442396906,30.89957442396906,2.2309288625926624e-11,0.00021043311593525244,1717.3,0.5184188666938004,0.5414625480724835,0.5995052483621202,0.0,0.0,0.2524487249224372
1810037I17Rik,ENSCGRT00001015084,3,"pearson, spearman, regression",582004356707.6064,58.28708048374016,58.28708048374016,7.754517909545938e-17,0.00044318649723989356,1021.1125,0.556455752449766,0.4948682470172387,0.5917208919181398,10.0,0.1,0.25239588249178857
Opa1,ENSCGRT00001008112,2,"spearman, regression",54440678.08984369,29.60281109046012,29.60281109046012,6.58506780822773e-07,4.145565776601877e-08,1714.625,0.515812488437148,0.5412843771688877,0.6000368646892444,0.0,0.0,0.25239085943631606
Sec24d,ENSCGRT00001019917,3,"pearson, spearman, regression",330945970449.8187,33.29018766156328,33.29018766156328,3.412828902827639e-13,0.00025200977231343736,1730.7875,0.5307994318994737,0.5423607333448546,0.5969768351683945,0.0,0.0,0.2523555491876409
Smap2,ENSCGRT00001025235,3,"pearson, spearman, regression",13123479144.990982,34.02962275283608,34.02962275283608,6.298363211794933e-10,9.99330793118328e-06,1613.4375,0.45184354993526893,0.5345373413492923,0.6130078381772612,0.0,0.0,0.2523163754545493
Pgm1,ENSCGRT00001031309,3,"pearson, spearman, regression",31797190.33827742,20.06854092775882,20.06854092775882,5.260592134931628e-07,2.4213023915852035e-08,1824.1,0.5895639864465049,0.5485669263544298,0.5849073906315769,0.0,0.0,0.25230619618627503
Dhcr7,ENSCGRT00001001149,4,"pearson, spearman, kendall, regression",231887783183.8949,23.249378152909276,23.249378152909276,1.387795251397008e-13,0.00017657863415896166,1765.7,0.5549490818873636,0.5446844003254772,0.5920301408662307,0.0,0.0,0.2522804726812413
Exoc2,ENSCGRT00001024807,2,"spearman, regression",1471228.1265781173,17.995026692953886,17.995026692953886,4.500600059703045e-05,1.1203153937669568e-09,1762.6625,0.5507298653742564,0.5444823095920244,0.5928957601003367,0.0,0.0,0.25227905734078393
Slc29a1,ENSCGRT00001030483,2,"pearson, regression",623992305.9759505,25.195786057036784,25.195786057036784,4.027836014280546e-08,4.7515961212822845e-07,1989.4625,0.6960127177716067,0.559526941851334,0.5627922616646457,0.0,0.0,0.2522771118689419
Chmp1a,ENSCGRT00001027358,2,"spearman, regression",5572995.325240408,29.607304845544668,29.607304845544668,2.3504797329349253e-06,4.243741904785157e-09,1701.7875,0.5118394044217696,0.5404291772355662,0.6008467910034172,0.0,0.0,0.25225577351867917
Nop14,ENSCGRT00001010473,3,"pearson, spearman, regression",57014243.40261468,23.088205538913858,23.088205538913858,1.7448848331467472e-07,4.341538432689412e-08,1745.225,0.5402022939965366,0.5433218776245354,0.5950530844763935,0.0,0.0,0.2522545433249734
N4bp1,ENSCGRT00001017012,2,"spearman, regression",16806195.023410276,33.43220455979049,33.43220455979049,3.919111596372974e-07,1.2797633932657444e-08,1724.525,0.5274783266702101,0.5419437229107384,0.5976555977959532,0.0,0.0,0.2522314616616681
Tfb2m,ENSCGRT00001001263,2,"pearson, regression",17630487.323126137,33.50894400162725,33.50894400162725,1.9005249451581072e-06,1.342531861027648e-08,1730.975,0.5319055507949245,0.542373217775004,0.596750685594599,0.0,0.0,0.2522245735418185
Cttn,ENSCGRT00001020714,2,"pearson, regression",595974021300.448,60.162123013907284,60.162123013907284,9.47559564140432e-13,0.00045382416111158856,1587.9875,0.4441063335605666,0.5328382831020781,0.6145662985213872,0.0,0.0,0.2522179593732761
Sqstm1,ENSCGRT00001011280,2,"spearman, regression",8233533.393219602,15.175319053061367,15.175319053061367,1.1908997275475837e-05,6.269696751225368e-09,1941.4375,0.6675284447519709,0.5563493964888856,0.5687382947631479,0.0,0.0,0.25221556566901654
Kntc1,ENSCGRT00001015169,1,regression,3254648.3557985597,43.901702575228605,43.901702575228605,1.3488823464500325e-05,2.4783598059534782e-09,1937.8875,0.665273636933414,0.5561143265030264,0.5692081591131923,0.0,0.0,0.25221552280923065
Capza1,ENSCGRT00001003441,3,"pearson, spearman, regression",206391923696.39578,50.867446760150095,50.867446760150095,2.538409802012508e-10,0.00015716396736109445,1457.8375,0.35338793746425945,0.5241383133262555,0.6326567381562335,0.0,0.0,0.2522028703082561
Ppp6r1,ENSCGRT00001021771,4,"pearson, spearman, kendall, regression",283636521056.1681,28.402325404018068,28.402325404018068,2.4555338698441787e-14,0.00021598442487148753,1669.1125,0.49505639466720286,0.5382513930491168,0.6042619322046063,0.0,0.0,0.25220110151537456
Ostm1,ENSCGRT00001029822,3,"pearson, spearman, regression",1601095306.1359756,26.770184142476865,26.770184142476865,8.76488012025059e-09,1.2192070596992564e-06,1686.0125,0.503896989143865,0.539377963269099,0.6024642219996006,0.0,0.0,0.25218350996349365
Actn4,ENSCGRT00001015408,3,"pearson, spearman, regression",43835772866.68725,30.604150858664667,30.604150858664667,2.92652274474934e-09,3.338020137940453e-05,1677.825,0.4993556768563446,0.5388322261813547,0.6033880338972019,0.0,0.0,0.2521712250195384
Ltn1,ENSCGRT00001029442,2,"spearman, regression",61784989.48336967,20.38153982491814,20.38153982491814,4.99829225104154e-07,4.704822696867691e-08,1951.65,0.6764442604927308,0.5570254955199639,0.5668791829516473,0.0,0.0,0.25213954491802704
Thap12,ENSCGRT00001027827,3,"pearson, spearman, regression",1589410288.6378577,24.956953700522643,24.956953700522643,3.1168627988510944e-08,1.2103091160404267e-06,1750.2625,0.5476770741363886,0.5436571623935869,0.5935217151028251,0.0,0.0,0.25212589010714626
Eif4g2,ENSCGRT00001000628,1,regression,429145.63962728356,19.204238205908734,19.204238205908734,4.474983203376778e-05,3.267871634296716e-10,2591.0125,1.0743532922218335,0.5988353032851069,0.4827631256612356,0.0,0.0,0.25206505996543227
Dnase2a,ENSCGRT00001013560,3,"pearson, spearman, regression",10833166.724112853,21.88268831585738,21.88268831585738,1.8263264982540163e-06,8.249273668044692e-09,1739.725,0.5433313749805401,0.5429557650650301,0.5944122482641783,0.0,0.0,0.25204857005884523
Smpd4,ENSCGRT00001025346,2,"spearman, regression",4487854.526956567,28.408624612244893,28.408624612244893,1.3302337848603595e-06,3.417425496907944e-09,1784.3875,0.5733951199348521,0.5459273894990396,0.5882390873768636,0.0,0.0,0.2520140813232116
Usp39,ENSCGRT00001024998,3,"pearson, spearman, regression",2255706819.05325,20.80795653583935,20.80795653583935,6.443695105089971e-09,1.7176826812631431e-06,1809.95,0.5912187747376145,0.5476267358932516,0.5845659672577904,0.0,0.0,0.2519736029297165
Stub1,ENSCGRT00001026875,4,"pearson, spearman, kendall, regression",388818985748.54504,38.905818998166815,38.905818998166815,4.509435125775461e-14,0.0002960790969488178,1207.3125,0.49482923502209614,0.5073550661609602,0.6043080875945385,6.0,0.06,0.25197116462624836
Wdr11,ENSCGRT00001018000,3,"pearson, spearman, regression",320061195155.26764,33.44268590233917,33.44268590233917,1.2126943538025351e-11,0.00024372119958981605,1665.7375,0.5009798871532761,0.5380263651313637,0.6030577148716747,0.0,0.0,0.25196405524999627
Ccni,ENSCGRT00001024415,3,"pearson, spearman, regression",199391838064.8477,30.00285158421667,30.00285158421667,1.5213835524217465e-09,0.00015183352026792313,1703.675,0.5248811771767143,0.5405549324940124,0.5981861389332089,0.0,0.0,0.2519551339962922
Stat1,ENSCGRT00001018557,3,"pearson, spearman, regression",500007354645.6971,50.27938372420865,50.27938372420865,2.838263352208362e-13,0.0003807471637380538,1278.4625,0.4447793612505221,0.5121249042518472,0.6144308274011854,4.0,0.04,0.2519543942512272
Ckap5,ENSCGRT00001016158,3,"pearson, spearman, regression",72577590579.47292,31.905895847235318,31.905895847235318,1.7890294370412227e-10,5.526661059547239e-05,1653.825,0.49131265347312336,0.5372319766685779,0.6050223660183095,0.0,0.0,0.251945054547558
Fcho2,ENSCGRT00001016605,4,"pearson, spearman, kendall, regression",344226299427.0501,34.43006333982097,34.43006333982097,1.7071603378556576e-14,0.0002621225187452816,1090.8375,0.6143011954083417,0.49954418415003793,0.5797951712346914,10.0,0.1,0.2519373799377132
Kdm2a,ENSCGRT00001029593,2,"pearson, regression",316240341.8962733,33.66643798614473,33.66643798614473,1.0635839105874508e-07,2.4081168430388145e-07,1771.475,0.5679153945148423,0.5450685815733446,0.5893664030245976,0.0,0.0,0.2519256312503667
ENSCGRG00001022637,ENSCGRT00001029085,3,"pearson, spearman, regression",458951246450.08154,46.02523508560691,46.02523508560691,4.068743926792104e-13,0.0003494836301032735,1538.05,0.42019043276193624,0.5295022456725238,0.6193685760289471,0.0,0.0,0.25189575355814053
Rnf114,ENSCGRT00001008063,3,"pearson, spearman, regression",1992927893.6662533,28.940633341087622,28.940633341087622,4.907751294761789e-09,1.5175809635551521e-06,1657.8,0.4954720948754666,0.5374970718925477,0.6041774634257191,0.0,0.0,0.2518763481140076
ENSCGRG00001020377,ENSCGRT00001025821,2,"spearman, regression",24747344.761420887,24.969796790242288,24.969796790242288,2.5842176914867755e-06,1.8844685463947854e-08,1721.55,0.5392600044813882,0.5417456015184787,0.5952460021474998,0.0,0.0,0.25181058831554276
Gls,ENSCGRT00001017933,3,"pearson, spearman, regression",42032539171.08763,27.58375431865102,27.58375431865102,5.627033224624564e-10,3.2007069346890826e-05,1723.55,0.5412508873941411,0.541878793828535,0.5948383683820573,0.0,0.0,0.25180219623360783
Adgrl2,ENSCGRT00001004061,3,"pearson, spearman, regression",336164550293.37726,33.78176509824767,33.78176509824767,7.080467624581851e-13,0.00025598363280911635,1587.65,0.5535785068960546,0.5328157461806227,0.5923113924822239,2.0,0.02,0.251793826179644
Acbd3,ENSCGRT00001006039,3,"pearson, spearman, regression",412149259579.0291,42.54906820558008,42.54906820558008,1.7415681296448957e-11,0.0003138447068096635,1542.0875,0.4265111267826004,0.5297720698325877,0.6181016158577364,0.0,0.0,0.2517724012111606
Psmd12,ENSCGRT00001010265,3,"pearson, spearman, regression",13315152833.21872,33.83901941462207,33.83901941462207,2.2569048323012667e-08,1.0139264210581682e-05,1598.0125,0.45971307721760063,0.5335076516325888,0.6114203502043919,0.0,0.0,0.25176940372611967
Idh3b,ENSCGRT00001014301,2,"spearman, regression",2171548.519040336,33.51135807181827,33.51135807181827,2.8123530799139055e-06,1.6535975558400606e-09,1657.7375,0.4989519718260337,0.5374929038922954,0.603470121614869,0.0,0.0,0.251768390071358
Ank,ENSCGRT00001008411,4,"pearson, spearman, kendall, regression",356738316397.3275,36.99377000258606,36.99377000258606,4.9814409826631256e-12,0.000271650208547867,1372.6875,0.412945125972892,0.5184381304648273,0.6208188735375234,2.0,0.02,0.25176293025349583
